raw_date,score,parsed_date,day_of_week,month,year,day_of_year,is_holiday,gender_label,gender_Female,gender_Male,gender_Unknown,city_London,city_New York,city_Paris,city_Tokyo
2023-01-29 00:00:00,63,2023-01-29,6,1,2023,29,0,2,0,0,1,0,1,0,0
2023-01-30 00:00:00,48,2023-01-30,0,1,2023,30,0,2,0,0,1,0,0,1,0
2023-01-31 00:00:00,61,2023-01-31,1,1,2023,31,0,1,1,0,0,0,0,1,0
2023-02-01 00:00:00,81,2023-02-01,2,2,2023,32,0,2,0,0,1,0,1,0,0
2023-02-02 00:00:00,26,2023-02-02,3,2,2023,33,0,1,1,0,0,0,0,0,1
2023-02-03 00:00:00,36,2023-02-03,4,2,2023,34,0,1,1,0,0,0,0,1,0
2023-02-04 00:00:00,1,2023-02-04,5,2,2023,35,0,2,0,0,1,0,1,0,0
2023-02-05 00:00:00,8,2023-02-05,6,2,2023,36,0,1,1,0,0,0,1,0,0
2023-02-06 00:00:00,99,2023-02-06,0,2,2023,37,0,2,0,0,1,0,0,0,1
2023-02-07 00:00:00,52,2023-02-07,1,2,2023,38,0,2,0,0,1,1,0,0,0
2023-02-08 00:00:00,79,2023-02-08,2,2,2023,39,0,0,0,1,0,0,0,1,0
2023-02-09 00:00:00,47,2023-02-09,3,2,2023,40,0,2,0,0,1,0,0,0,1
2023-02-10 00:00:00,56,2023-02-10,4,2,2023,41,0,0,0,1,0,0,1,0,0
2023-02-11 00:00:00,86,2023-02-11,5,2,2023,42,0,2,0,0,1,0,1,0,0
2023-02-12 00:00:00,14,2023-02-12,6,2,2023,43,0,2,0,0,1,0,0,0,1
2023-02-13 00:00:00,90,2023-02-13,0,2,2023,44,0,0,0,1,0,0,0,1,0
2023-02-14 00:00:00,28,2023-02-14,1,2,2023,45,0,0,0,1,0,1,0,0,0
2023-02-15 00:00:00,87,2023-02-15,2,2,2023,46,0,2,0,0,1,1,0,0,0
2023-02-16 00:00:00,78,2023-02-16,3,2,2023,47,0,1,1,0,0,0,1,0,0
2023-02-17 00:00:00,88,2023-02-17,4,2,2023,48,0,0,0,1,0,0,0,1,0
2023-02-18 00:00:00,2,2023-02-18,5,2,2023,49,0,1,1,0,0,1,0,0,0
2023-02-19 00:00:00,26,2023-02-19,6,2,2023,50,0,1,1,0,0,0,0,1,0
2023-02-20 00:00:00,14,2023-02-20,0,2,2023,51,1,1,1,0,0,0,0,1,0
2023-02-21 00:00:00,59,2023-02-21,1,2,2023,52,0,0,0,1,0,0,1,0,0
2023-02-22 00:00:00,56,2023-02-22,2,2,2023,53,0,1,1,0,0,1,0,0,0
2023-02-23 00:00:00,7,2023-02-23,3,2,2023,54,0,0,0,1,0,0,0,0,1
2023-02-24 00:00:00,3,2023-02-24,4,2,2023,55,0,1,1,0,0,0,1,0,0
2023-02-25 00:00:00,23,2023-02-25,5,2,2023,56,0,2,0,0,1,1,0,0,0
2023-02-26 00:00:00,18,2023-02-26,6,2,2023,57,0,2,0,0,1,1,0,0,0
2023-02-27 00:00:00,38,2023-02-27,0,2,2023,58,0,0,0,1,0,1,0,0,0
2023-02-28 00:00:00,99,2023-02-28,1,2,2023,59,0,2,0,0,1,1,0,0,0
2023-03-01 00:00:00,15,2023-03-01,2,3,2023,60,0,2,0,0,1,1,0,0,0
2023-03-02 00:00:00,64,2023-03-02,3,3,2023,61,0,1,1,0,0,0,0,1,0
2023-03-03 00:00:00,89,2023-03-03,4,3,2023,62,0,0,0,1,0,0,1,0,0
2023-03-04 00:00:00,28,2023-03-04,5,3,2023,63,0,1,1,0,0,0,0,1,0
2023-03-05 00:00:00,74,2023-03-05,6,3,2023,64,0,1,1,0,0,0,0,0,1
2023-03-06 00:00:00,39,2023-03-06,0,3,2023,65,0,1,1,0,0,1,0,0,0
2023-03-07 00:00:00,57,2023-03-07,1,3,2023,66,0,1,1,0,0,0,1,0,0
2023-03-08 00:00:00,17,2023-03-08,2,3,2023,67,0,1,1,0,0,1,0,0,0
2023-03-09 00:00:00,86,2023-03-09,3,3,2023,68,0,1,1,0,0,0,1,0,0
2023-03-10 00:00:00,90,2023-03-10,4,3,2023,69,0,1,1,0,0,0,0,1,0
2023-03-11 00:00:00,44,2023-03-11,5,3,2023,70,0,0,0,1,0,0,1,0,0
2023-03-12 00:00:00,25,2023-03-12,6,3,2023,71,0,2,0,0,1,0,0,0,1
2023-03-13 00:00:00,17,2023-03-13,0,3,2023,72,0,1,1,0,0,0,0,0,1
2023-03-14 00:00:00,13,2023-03-14,1,3,2023,73,0,1,1,0,0,0,1,0,0
2023-03-15 00:00:00,84,2023-03-15,2,3,2023,74,0,1,1,0,0,0,1,0,0
2023-03-16 00:00:00,25,2023-03-16,3,3,2023,75,0,1,1,0,0,0,1,0,0
2023-03-17 00:00:00,68,2023-03-17,4,3,2023,76,0,1,1,0,0,0,1,0,0
2023-03-18 00:00:00,10,2023-03-18,5,3,2023,77,0,1,1,0,0,0,0,0,1
2023-03-19 00:00:00,67,2023-03-19,6,3,2023,78,0,2,0,0,1,1,0,0,0
2023-03-20 00:00:00,18,2023-03-20,0,3,2023,79,0,2,0,0,1,0,1,0,0
2023-03-21 00:00:00,86,2023-03-21,1,3,2023,80,0,1,1,0,0,0,1,0,0
2023-03-22 00:00:00,34,2023-03-22,2,3,2023,81,0,2,0,0,1,0,0,0,1
2023-03-23 00:00:00,8,2023-03-23,3,3,2023,82,0,0,0,1,0,0,0,0,1
2023-03-24 00:00:00,40,2023-03-24,4,3,2023,83,0,1,1,0,0,0,0,1,0
2023-03-25 00:00:00,83,2023-03-25,5,3,2023,84,0,0,0,1,0,0,1,0,0
2023-03-26 00:00:00,42,2023-03-26,6,3,2023,85,0,0,0,1,0,0,0,1,0
2023-03-27 00:00:00,41,2023-03-27,0,3,2023,86,0,1,1,0,0,0,0,0,1
2023-03-28 00:00:00,6,2023-03-28,1,3,2023,87,0,2,0,0,1,0,0,0,1
2023-03-29 00:00:00,52,2023-03-29,2,3,2023,88,0,0,0,1,0,1,0,0,0
2023-03-30 00:00:00,26,2023-03-30,3,3,2023,89,0,1,1,0,0,0,1,0,0
2023-03-31 00:00:00,64,2023-03-31,4,3,2023,90,0,0,0,1,0,0,0,1,0
2023-04-01 00:00:00,98,2023-04-01,5,4,2023,91,0,0,0,1,0,0,0,0,1
2023-04-02 00:00:00,59,2023-04-02,6,4,2023,92,0,0,0,1,0,0,0,0,1
2023-04-03 00:00:00,56,2023-04-03,0,4,2023,93,0,0,0,1,0,0,0,1,0
2023-04-04 00:00:00,59,2023-04-04,1,4,2023,94,0,2,0,0,1,1,0,0,0
2023-04-05 00:00:00,70,2023-04-05,2,4,2023,95,0,0,0,1,0,0,0,0,1
2023-04-06 00:00:00,33,2023-04-06,3,4,2023,96,0,0,0,1,0,0,1,0,0
2023-04-07 00:00:00,53,2023-04-07,4,4,2023,97,0,0,0,1,0,0,0,0,1
2023-04-08 00:00:00,22,2023-04-08,5,4,2023,98,0,2,0,0,1,0,1,0,0
2023-04-09 00:00:00,21,2023-04-09,6,4,2023,99,0,0,0,1,0,0,0,1,0
2023-04-10 00:00:00,70,2023-04-10,0,4,2023,100,0,0,0,1,0,0,1,0,0
2023-04-11 00:00:00,70,2023-04-11,1,4,2023,101,0,2,0,0,1,0,0,1,0
2023-04-12 00:00:00,4,2023-04-12,2,4,2023,102,0,2,0,0,1,0,1,0,0
2023-04-13 00:00:00,94,2023-04-13,3,4,2023,103,0,2,0,0,1,0,0,1,0
2023-04-14 00:00:00,75,2023-04-14,4,4,2023,104,0,0,0,1,0,0,1,0,0
2023-04-15 00:00:00,62,2023-04-15,5,4,2023,105,0,2,0,0,1,1,0,0,0
2023-04-16 00:00:00,62,2023-04-16,6,4,2023,106,0,2,0,0,1,0,1,0,0
2023-04-17 00:00:00,94,2023-04-17,0,4,2023,107,0,0,0,1,0,0,1,0,0
2023-04-18 00:00:00,95,2023-04-18,1,4,2023,108,0,2,0,0,1,1,0,0,0
2023-04-19 00:00:00,24,2023-04-19,2,4,2023,109,0,0,0,1,0,0,0,0,1
2023-04-20 00:00:00,55,2023-04-20,3,4,2023,110,0,1,1,0,0,0,0,0,1
2023-04-21 00:00:00,9,2023-04-21,4,4,2023,111,0,2,0,0,1,0,1,0,0
2023-04-22 00:00:00,3,2023-04-22,5,4,2023,112,0,1,1,0,0,1,0,0,0
2023-04-23 00:00:00,31,2023-04-23,6,4,2023,113,0,0,0,1,0,0,1,0,0
2023-04-24 00:00:00,40,2023-04-24,0,4,2023,114,0,2,0,0,1,0,0,1,0
2023-04-25 00:00:00,36,2023-04-25,1,4,2023,115,0,0,0,1,0,0,0,1,0
2023-04-26 00:00:00,24,2023-04-26,2,4,2023,116,0,1,1,0,0,0,1,0,0
2023-04-27 00:00:00,95,2023-04-27,3,4,2023,117,0,0,0,1,0,0,0,0,1
2023-04-28 00:00:00,6,2023-04-28,4,4,2023,118,0,2,0,0,1,0,0,0,1
2023-04-29 00:00:00,66,2023-04-29,5,4,2023,119,0,2,0,0,1,0,1,0,0
2023-04-30 00:00:00,84,2023-04-30,6,4,2023,120,0,1,1,0,0,0,1,0,0
2023-05-01 00:00:00,92,2023-05-01,0,5,2023,121,0,0,0,1,0,0,0,1,0
2023-05-02 00:00:00,75,2023-05-02,1,5,2023,122,0,2,0,0,1,0,0,0,1
2023-05-03 00:00:00,4,2023-05-03,2,5,2023,123,0,1,1,0,0,0,1,0,0
2023-05-04 00:00:00,79,2023-05-04,3,5,2023,124,0,2,0,0,1,0,0,1,0
2023-05-05 00:00:00,6,2023-05-05,4,5,2023,125,0,2,0,0,1,0,0,0,1
2023-05-06 00:00:00,94,2023-05-06,5,5,2023,126,0,0,0,1,0,1,0,0,0
2023-05-07 00:00:00,51,2023-05-07,6,5,2023,127,0,2,0,0,1,0,0,1,0
2023-05-08 00:00:00,62,2023-05-08,0,5,2023,128,0,0,0,1,0,0,0,0,1
2023-05-09 00:00:00,57,2023-05-09,1,5,2023,129,0,2,0,0,1,0,0,0,1
2023-05-10 00:00:00,66,2023-05-10,2,5,2023,130,0,1,1,0,0,0,0,1,0
2023-05-11 00:00:00,79,2023-05-11,3,5,2023,131,0,2,0,0,1,1,0,0,0
2023-05-12 00:00:00,75,2023-05-12,4,5,2023,132,0,0,0,1,0,0,0,1,0
2023-05-13 00:00:00,8,2023-05-13,5,5,2023,133,0,0,0,1,0,0,0,0,1
2023-05-14 00:00:00,26,2023-05-14,6,5,2023,134,0,1,1,0,0,0,1,0,0
2023-05-15 00:00:00,51,2023-05-15,0,5,2023,135,0,2,0,0,1,0,1,0,0
2023-05-16 00:00:00,45,2023-05-16,1,5,2023,136,0,2,0,0,1,0,0,1,0
2023-05-17 00:00:00,44,2023-05-17,2,5,2023,137,0,1,1,0,0,0,0,0,1
2023-05-18 00:00:00,5,2023-05-18,3,5,2023,138,0,2,0,0,1,0,1,0,0
2023-05-19 00:00:00,70,2023-05-19,4,5,2023,139,0,2,0,0,1,0,0,0,1
2023-05-20 00:00:00,26,2023-05-20,5,5,2023,140,0,0,0,1,0,0,0,1,0
2023-05-21 00:00:00,68,2023-05-21,6,5,2023,141,0,2,0,0,1,0,1,0,0
2023-05-22 00:00:00,19,2023-05-22,0,5,2023,142,0,2,0,0,1,0,0,0,1
2023-05-23 00:00:00,84,2023-05-23,1,5,2023,143,0,1,1,0,0,0,1,0,0
2023-05-24 00:00:00,97,2023-05-24,2,5,2023,144,0,1,1,0,0,0,0,1,0
2023-05-25 00:00:00,20,2023-05-25,3,5,2023,145,0,0,0,1,0,0,0,0,1
2023-05-26 00:00:00,12,2023-05-26,4,5,2023,146,0,2,0,0,1,0,1,0,0
2023-05-27 00:00:00,47,2023-05-27,5,5,2023,147,0,2,0,0,1,0,0,1,0
2023-05-29 00:00:00,90,2023-05-29,0,5,2023,149,1,0,0,1,0,0,1,0,0
2023-05-30 00:00:00,14,2023-05-30,1,5,2023,150,0,0,0,1,0,1,0,0,0
2023-05-31 00:00:00,64,2023-05-31,2,5,2023,151,0,1,1,0,0,1,0,0,0
2023-06-01 00:00:00,38,2023-06-01,3,6,2023,152,0,0,0,1,0,0,0,1,0
2023-06-02 00:00:00,37,2023-06-02,4,6,2023,153,0,2,0,0,1,1,0,0,0
2023-06-03 00:00:00,11,2023-06-03,5,6,2023,154,0,2,0,0,1,0,0,1,0
2023-06-04 00:00:00,77,2023-06-04,6,6,2023,155,0,0,0,1,0,1,0,0,0
2023-06-05 00:00:00,3,2023-06-05,0,6,2023,156,0,2,0,0,1,0,1,0,0
2023-06-06 00:00:00,33,2023-06-06,1,6,2023,157,0,2,0,0,1,0,0,1,0
2023-06-07 00:00:00,6,2023-06-07,2,6,2023,158,0,0,0,1,0,0,0,1,0
2023-06-08 00:00:00,50,2023-06-08,3,6,2023,159,0,0,0,1,0,0,1,0,0
2023-06-09 00:00:00,10,2023-06-09,4,6,2023,160,0,2,0,0,1,0,0,1,0
2023-06-10 00:00:00,5,2023-06-10,5,6,2023,161,0,2,0,0,1,0,0,1,0
2023-06-11 00:00:00,23,2023-06-11,6,6,2023,162,0,2,0,0,1,1,0,0,0
2023-06-12 00:00:00,10,2023-06-12,0,6,2023,163,0,1,1,0,0,0,0,1,0
2023-06-13 00:00:00,44,2023-06-13,1,6,2023,164,0,1,1,0,0,0,0,0,1
2023-06-14 00:00:00,2,2023-06-14,2,6,2023,165,0,1,1,0,0,0,1,0,0
2023-06-15 00:00:00,13,2023-06-15,3,6,2023,166,0,0,0,1,0,1,0,0,0
2023-06-16 00:00:00,40,2023-06-16,4,6,2023,167,0,1,1,0,0,1,0,0,0
2023-06-17 00:00:00,2,2023-06-17,5,6,2023,168,0,0,0,1,0,0,0,0,1
2023-06-18 00:00:00,84,2023-06-18,6,6,2023,169,0,0,0,1,0,0,1,0,0
2023-06-19 00:00:00,65,2023-06-19,0,6,2023,170,1,1,1,0,0,0,1,0,0
2023-06-20 00:00:00,63,2023-06-20,1,6,2023,171,0,1,1,0,0,1,0,0,0
2023-06-21 00:00:00,73,2023-06-21,2,6,2023,172,0,1,1,0,0,0,0,1,0
2023-06-22 00:00:00,17,2023-06-22,3,6,2023,173,0,2,0,0,1,1,0,0,0
2023-06-23 00:00:00,9,2023-06-23,4,6,2023,174,0,1,1,0,0,0,1,0,0
2023-06-24 00:00:00,75,2023-06-24,5,6,2023,175,0,2,0,0,1,0,0,0,1
2023-06-25 00:00:00,15,2023-06-25,6,6,2023,176,0,0,0,1,0,1,0,0,0
2023-06-26 00:00:00,24,2023-06-26,0,6,2023,177,0,2,0,0,1,0,1,0,0
2023-06-27 00:00:00,38,2023-06-27,1,6,2023,178,0,1,1,0,0,1,0,0,0
2023-06-28 00:00:00,35,2023-06-28,2,6,2023,179,0,0,0,1,0,0,0,1,0
2023-06-29 00:00:00,94,2023-06-29,3,6,2023,180,0,0,0,1,0,1,0,0,0
2023-06-30 00:00:00,95,2023-06-30,4,6,2023,181,0,0,0,1,0,1,0,0,0
2023-07-01 00:00:00,49,2023-07-01,5,7,2023,182,0,2,0,0,1,0,1,0,0
2023-07-02 00:00:00,69,2023-07-02,6,7,2023,183,0,1,1,0,0,0,1,0,0
2023-07-03 00:00:00,62,2023-07-03,0,7,2023,184,0,0,0,1,0,0,1,0,0
2023-07-04 00:00:00,60,2023-07-04,1,7,2023,185,1,0,0,1,0,1,0,0,0
2023-07-05 00:00:00,50,2023-07-05,2,7,2023,186,0,0,0,1,0,0,0,1,0
2023-07-06 00:00:00,78,2023-07-06,3,7,2023,187,0,2,0,0,1,0,0,0,1
2023-07-07 00:00:00,75,2023-07-07,4,7,2023,188,0,2,0,0,1,0,0,0,1
2023-07-08 00:00:00,9,2023-07-08,5,7,2023,189,0,1,1,0,0,0,1,0,0
2023-07-09 00:00:00,34,2023-07-09,6,7,2023,190,0,2,0,0,1,0,1,0,0
2023-07-10 00:00:00,76,2023-07-10,0,7,2023,191,0,0,0,1,0,1,0,0,0
2023-07-11 00:00:00,99,2023-07-11,1,7,2023,192,0,1,1,0,0,0,0,0,1
2023-07-12 00:00:00,35,2023-07-12,2,7,2023,193,0,0,0,1,0,0,1,0,0
2023-07-13 00:00:00,1,2023-07-13,3,7,2023,194,0,0,0,1,0,0,0,1,0
2023-07-14 00:00:00,40,2023-07-14,4,7,2023,195,0,2,0,0,1,0,0,1,0
2023-07-15 00:00:00,64,2023-07-15,5,7,2023,196,0,1,1,0,0,0,1,0,0
2023-07-16 00:00:00,22,2023-07-16,6,7,2023,197,0,2,0,0,1,0,1,0,0
2023-07-17 00:00:00,60,2023-07-17,0,7,2023,198,0,2,0,0,1,0,0,0,1
2023-07-18 00:00:00,64,2023-07-18,1,7,2023,199,0,1,1,0,0,0,0,0,1
2023-07-19 00:00:00,93,2023-07-19,2,7,2023,200,0,0,0,1,0,1,0,0,0
2023-07-20 00:00:00,72,2023-07-20,3,7,2023,201,0,0,0,1,0,0,0,0,1
2023-07-21 00:00:00,11,2023-07-21,4,7,2023,202,0,1,1,0,0,0,0,1,0
2023-07-22 00:00:00,14,2023-07-22,5,7,2023,203,0,0,0,1,0,0,0,1,0
2023-07-23 00:00:00,60,2023-07-23,6,7,2023,204,0,1,1,0,0,0,1,0,0
2023-07-24 00:00:00,30,2023-07-24,0,7,2023,205,0,1,1,0,0,0,0,0,1
2023-07-25 00:00:00,35,2023-07-25,1,7,2023,206,0,2,0,0,1,1,0,0,0
2023-07-26 00:00:00,85,2023-07-26,2,7,2023,207,0,1,1,0,0,0,0,1,0
2023-07-27 00:00:00,37,2023-07-27,3,7,2023,208,0,2,0,0,1,0,0,1,0
2023-07-28 00:00:00,5,2023-07-28,4,7,2023,209,0,0,0,1,0,1,0,0,0
2023-07-29 00:00:00,83,2023-07-29,5,7,2023,210,0,0,0,1,0,1,0,0,0
2023-07-31 00:00:00,26,2023-07-31,0,7,2023,212,0,0,0,1,0,0,0,1,0
2023-08-01 00:00:00,62,2023-08-01,1,8,2023,213,0,2,0,0,1,1,0,0,0
2023-08-02 00:00:00,4,2023-08-02,2,8,2023,214,0,0,0,1,0,0,0,1,0
2023-08-03 00:00:00,89,2023-08-03,3,8,2023,215,0,1,1,0,0,0,1,0,0
2023-08-04 00:00:00,42,2023-08-04,4,8,2023,216,0,1,1,0,0,0,1,0,0
2023-08-05 00:00:00,89,2023-08-05,5,8,2023,217,0,1,1,0,0,1,0,0,0
2023-08-06 00:00:00,18,2023-08-06,6,8,2023,218,0,2,0,0,1,0,0,0,1
2023-08-07 00:00:00,40,2023-08-07,0,8,2023,219,0,0,0,1,0,1,0,0,0
2023-08-08 00:00:00,72,2023-08-08,1,8,2023,220,0,0,0,1,0,1,0,0,0
2023-08-09 00:00:00,39,2023-08-09,2,8,2023,221,0,0,0,1,0,0,0,0,1
2023-08-10 00:00:00,14,2023-08-10,3,8,2023,222,0,2,0,0,1,0,0,0,1
2023-08-11 00:00:00,32,2023-08-11,4,8,2023,223,0,1,1,0,0,0,0,0,1
2023-08-12 00:00:00,51,2023-08-12,5,8,2023,224,0,1,1,0,0,0,1,0,0
2023-08-13 00:00:00,38,2023-08-13,6,8,2023,225,0,0,0,1,0,0,0,1,0
2023-08-14 00:00:00,97,2023-08-14,0,8,2023,226,0,1,1,0,0,0,1,0,0
2023-08-15 00:00:00,23,2023-08-15,1,8,2023,227,0,1,1,0,0,0,0,1,0
2023-08-17 00:00:00,15,2023-08-17,3,8,2023,229,0,2,0,0,1,0,0,1,0
2023-08-18 00:00:00,97,2023-08-18,4,8,2023,230,0,2,0,0,1,0,1,0,0
2023-08-19 00:00:00,25,2023-08-19,5,8,2023,231,0,2,0,0,1,0,0,0,1
2023-08-21 00:00:00,97,2023-08-21,0,8,2023,233,0,2,0,0,1,0,1,0,0
2023-08-22 00:00:00,66,2023-08-22,1,8,2023,234,0,1,1,0,0,0,0,1,0
2023-08-23 00:00:00,78,2023-08-23,2,8,2023,235,0,0,0,1,0,0,0,0,1
2023-08-24 00:00:00,53,2023-08-24,3,8,2023,236,0,1,1,0,0,0,1,0,0
2023-08-25 00:00:00,51,2023-08-25,4,8,2023,237,0,1,1,0,0,0,1,0,0
2023-08-26 00:00:00,39,2023-08-26,5,8,2023,238,0,1,1,0,0,0,0,0,1
2023-08-27 00:00:00,51,2023-08-27,6,8,2023,239,0,2,0,0,1,0,1,0,0
2023-08-28 00:00:00,70,2023-08-28,0,8,2023,240,0,2,0,0,1,1,0,0,0
2023-08-29 00:00:00,6,2023-08-29,1,8,2023,241,0,0,0,1,0,0,1,0,0
2023-08-30 00:00:00,67,2023-08-30,2,8,2023,242,0,0,0,1,0,1,0,0,0
2023-08-31 00:00:00,7,2023-08-31,3,8,2023,243,0,2,0,0,1,1,0,0,0
2023-09-01 00:00:00,51,2023-09-01,4,9,2023,244,0,1,1,0,0,0,0,0,1
2023-09-02 00:00:00,72,2023-09-02,5,9,2023,245,0,0,0,1,0,0,1,0,0
2023-09-03 00:00:00,42,2023-09-03,6,9,2023,246,0,2,0,0,1,0,0,0,1
2023-09-04 00:00:00,64,2023-09-04,0,9,2023,247,1,2,0,0,1,0,1,0,0
2023-09-05 00:00:00,15,2023-09-05,1,9,2023,248,0,2,0,0,1,0,1,0,0
2023-09-06 00:00:00,29,2023-09-06,2,9,2023,249,0,1,1,0,0,0,0,1,0
2023-09-07 00:00:00,33,2023-09-07,3,9,2023,250,0,2,0,0,1,0,1,0,0
2023-09-08 00:00:00,94,2023-09-08,4,9,2023,251,0,2,0,0,1,0,0,0,1
2023-09-09 00:00:00,27,2023-09-09,5,9,2023,252,0,2,0,0,1,1,0,0,0
2023-09-10 00:00:00,36,2023-09-10,6,9,2023,253,0,2,0,0,1,0,1,0,0
2023-09-11 00:00:00,29,2023-09-11,0,9,2023,254,0,0,0,1,0,0,0,1,0
2023-09-12 00:00:00,38,2023-09-12,1,9,2023,255,0,0,0,1,0,0,0,0,1
2023-09-13 00:00:00,57,2023-09-13,2,9,2023,256,0,2,0,0,1,0,1,0,0
2023-09-14 00:00:00,97,2023-09-14,3,9,2023,257,0,1,1,0,0,0,0,0,1
2023-09-15 00:00:00,27,2023-09-15,4,9,2023,258,0,0,0,1,0,0,0,1,0
2023-09-16 00:00:00,55,2023-09-16,5,9,2023,259,0,2,0,0,1,0,0,1,0
2023-09-17 00:00:00,33,2023-09-17,6,9,2023,260,0,0,0,1,0,0,0,0,1
2023-09-19 00:00:00,86,2023-09-19,1,9,2023,262,0,1,1,0,0,1,0,0,0
2023-09-20 00:00:00,66,2023-09-20,2,9,2023,263,0,2,0,0,1,0,0,1,0
2023-09-21 00:00:00,10,2023-09-21,3,9,2023,264,0,2,0,0,1,0,1,0,0
2023-09-22 00:00:00,5,2023-09-22,4,9,2023,265,0,1,1,0,0,0,1,0,0
2023-09-23 00:00:00,74,2023-09-23,5,9,2023,266,0,1,1,0,0,1,0,0,0
2023-09-24 00:00:00,97,2023-09-24,6,9,2023,267,0,2,0,0,1,0,0,1,0
2023-09-25 00:00:00,38,2023-09-25,0,9,2023,268,0,2,0,0,1,0,0,1,0
2023-09-26 00:00:00,13,2023-09-26,1,9,2023,269,0,1,1,0,0,0,1,0,0
2023-09-27 00:00:00,31,2023-09-27,2,9,2023,270,0,0,0,1,0,0,1,0,0
2023-09-28 00:00:00,47,2023-09-28,3,9,2023,271,0,0,0,1,0,1,0,0,0
2023-09-29 00:00:00,88,2023-09-29,4,9,2023,272,0,1,1,0,0,1,0,0,0
2023-09-30 00:00:00,52,2023-09-30,5,9,2023,273,0,0,0,1,0,0,0,1,0
2023-10-01 00:00:00,56,2023-10-01,6,10,2023,274,0,1,1,0,0,0,0,0,1
2023-10-02 00:00:00,15,2023-10-02,0,10,2023,275,0,0,0,1,0,0,0,1,0
2023-10-03 00:00:00,29,2023-10-03,1,10,2023,276,0,0,0,1,0,0,1,0,0
2023-10-05 00:00:00,5,2023-10-05,3,10,2023,278,0,2,0,0,1,0,0,0,1
2023-10-06 00:00:00,29,2023-10-06,4,10,2023,279,0,0,0,1,0,1,0,0,0
2023-10-07 00:00:00,47,2023-10-07,5,10,2023,280,0,0,0,1,0,0,0,0,1
2023-10-08 00:00:00,68,2023-10-08,6,10,2023,281,0,2,0,0,1,0,0,0,1
2023-10-09 00:00:00,76,2023-10-09,0,10,2023,282,1,2,0,0,1,0,0,0,1
2023-10-10 00:00:00,45,2023-10-10,1,10,2023,283,0,2,0,0,1,1,0,0,0
2023-10-11 00:00:00,2,2023-10-11,2,10,2023,284,0,1,1,0,0,0,0,0,1
2023-10-12 00:00:00,27,2023-10-12,3,10,2023,285,0,0,0,1,0,0,0,0,1
2023-10-13 00:00:00,95,2023-10-13,4,10,2023,286,0,2,0,0,1,0,0,0,1
2023-10-14 00:00:00,36,2023-10-14,5,10,2023,287,0,0,0,1,0,0,1,0,0
2023-10-15 00:00:00,36,2023-10-15,6,10,2023,288,0,1,1,0,0,0,0,0,1
2023-10-16 00:00:00,26,2023-10-16,0,10,2023,289,0,1,1,0,0,1,0,0,0
