User_ID,Age,Score,Month,DayOfWeek,Is_Weekend,Dept_HR,Dept_Marketing,Dept_Sales,City_New York,City_Paris,City_Tokyo
163,41.58595579007404,38.47432041721537,6,3,0,0,0,0,1,0,0
164,21.79317681648289,76.02669091199999,6,4,0,1,0,0,0,0,0
165,39.63376129244322,64.21455554657895,6,5,1,0,0,1,0,0,0
166,34.12780926936498,40.90286787009605,6,6,1,0,0,0,0,0,0
167,38.2206015999449,38.51064870760416,6,0,0,1,0,0,1,0,0
168,48.96792982653948,52.19675976857349,6,1,0,1,0,0,0,0,1
169,27.546118839971296,33.14509779075452,6,2,0,0,1,0,0,0,1
170,22.462638356425103,46.91806272741553,6,3,0,0,0,0,0,0,1
171,21.104855703744768,70.18922135684353,6,4,0,1,0,0,0,0,0
172,21.841897150345616,52.73739347687163,6,5,1,0,0,1,0,0,1
173,29.22898290585896,81.41461148944454,6,6,1,0,0,1,0,1,0
174,33.41151974816644,38.45107702496776,6,0,0,0,1,0,1,0,0
176,38.27183249036024,42.01421807713758,6,1,0,1,0,0,0,0,1
177,30.13001891877907,46.89426678468751,6,2,0,0,0,0,0,0,1
178,44.53534077157317,57.504480517254855,6,3,0,0,0,1,0,0,1
179,27.35343166762044,38.99503940051388,6,4,0,1,0,0,0,1,0
181,36.25667347765006,43.011771205396045,6,5,1,1,0,0,0,0,1
182,21.42842443583717,41.92981755082095,6,6,1,0,1,0,0,0,0
183,19.29107501938888,34.85321962309918,6,0,0,0,0,1,0,0,1
184,34.824724152431855,71.66965441749238,6,1,0,0,0,1,0,0,0
185,27.76537214674149,45.44258885068096,6,2,0,0,0,0,0,0,0
186,37.14000494092092,62.45200963697878,6,3,0,0,0,1,0,0,1
187,34.73237624573545,61.37671753052565,6,4,0,0,0,0,0,1,0
188,29.27171087343127,65.37358766431016,7,5,1,0,0,1,0,0,0
189,21.53206281931595,29.96200022644234,7,6,1,0,1,0,0,0,1
190,14.851527753141356,44.75768041284607,7,0,0,0,0,1,0,0,1
191,25.53485047932979,60.30249999360232,7,1,0,0,0,0,0,1,0
192,38.56398794323472,40.76968945775842,7,2,0,0,0,0,0,0,1
193,32.14093744130204,72.31815919662165,7,3,0,0,1,0,1,0,0
194,30.03303356888268,31.577235066003723,7,4,0,0,0,1,1,0,0
195,31.73180925851182,62.306845207096345,7,5,1,0,0,1,1,0,0
196,30.03303356888268,43.30308806972149,7,6,1,0,1,0,0,0,1
197,21.16142563798867,65.75969697779219,7,0,0,0,0,1,0,0,0
198,31.53725105945528,54.04364411544375,7,1,0,0,0,1,0,1,0
199,30.58208718446,37.31825698270686,7,2,0,0,0,0,0,0,1
200,18.57029702169377,62.29870487172271,7,3,0,0,0,1,0,0,0
201,33.57787360348284,24.07498328555307,7,4,0,0,0,1,0,0,1
202,35.60784526368234,44.78183544907666,7,5,1,0,1,0,1,0,0
203,40.830512431752766,43.16329651500109,7,6,1,0,1,0,1,0,0
204,40.53802052034903,56.48349601514337,7,0,0,1,0,0,0,0,0
206,20.621749600848773,53.49842826138943,7,1,0,0,0,0,0,0,0
207,30.03303356888268,55.59073836122587,7,2,0,0,0,1,0,0,0
208,35.13785950912209,38.0859680530049,7,3,0,0,0,1,0,1,0
209,35.15047686306048,45.44183224378601,7,4,0,1,0,0,0,0,0
211,35.70890510693167,64.19324513385742,7,5,1,0,0,1,1,0,0
212,41.35565640180599,17.526132292133475,7,6,1,0,0,0,1,0,0
213,39.54001763493203,49.14100871401056,7,0,0,1,0,0,0,1,0
214,36.51391251305798,57.19634009537568,7,1,0,0,0,0,0,0,1
215,26.847307553596544,59.382914523732445,7,2,0,1,0,0,0,0,0
216,37.58969220493268,46.721423197908,7,3,0,1,0,0,0,1,0
217,22.27174785462428,58.6060455975664,7,4,0,0,1,0,0,0,1
218,27.63181393259991,48.89648011331421,7,5,1,0,0,0,0,0,1
219,25.146364521708964,66.90244062646502,7,6,1,0,0,1,0,0,0
220,30.818741393863224,37.47273739606315,7,0,0,0,0,1,1,0,0
221,53.146585666735085,40.05761026891037,8,1,0,0,0,0,0,0,0
222,11.32734807408252,56.92329804055889,8,2,0,0,0,1,0,0,0
223,36.86260190374514,59.6947957533336,8,3,0,0,0,1,1,0,0
224,13.872841288103483,57.53456283469807,8,4,0,0,0,0,1,0,0
225,25.280681342105662,43.61472734913766,8,5,1,1,0,0,1,0,0
226,30.03303356888268,43.850450264743735,8,6,1,0,0,0,0,0,1
227,30.642800190954627,49.81830895639747,8,0,0,1,0,0,0,0,1
228,19.222552220706937,33.47357416169251,8,1,0,0,0,1,0,0,0
229,22.84696290740032,37.7514374977479,8,2,0,0,0,1,0,1,0
230,36.79597748934676,71.92128622893642,8,3,0,0,0,1,0,0,0
231,22.69633368282864,47.50358397203664,8,4,0,0,1,0,0,1,0
232,32.16458589581975,42.13860752995818,8,5,1,1,0,0,0,0,0
233,30.455718399038137,41.30924546967768,8,6,1,0,1,0,0,0,0
234,23.48399652394183,54.3627063994099,8,0,0,0,1,0,0,0,0
235,51.439440893253256,81.61965161351704,8,1,0,0,0,0,0,0,1
236,36.33919022318011,67.25457131585873,8,2,0,0,1,0,0,0,0
237,9.74857413342393,30.35293780678763,8,3,0,0,0,0,0,1,0
238,31.86454314769428,69.24790040144227,8,4,0,0,0,0,0,0,1
239,23.38213535231612,37.48934025219073,8,5,1,0,1,0,0,0,0
240,38.52433334796224,40.28211880166306,8,6,1,1,0,0,1,0,0
241,30.03303356888268,43.00323281355432,8,0,0,1,0,0,0,0,1
242,28.85263558533101,32.38239001610172,8,1,0,1,0,0,1,0,0
243,35.049872789804574,69.2872647842268,8,2,0,1,0,0,0,0,0
244,38.657551941701215,41.30296919668884,8,3,0,1,0,0,0,1,0
245,17.997035929442237,18.52642889658732,8,4,0,0,1,0,1,0,0
246,26.65498764159052,37.29083118031058,8,5,1,0,1,0,1,0,0
247,25.25054688839044,52.96285284743017,8,6,1,0,0,1,0,0,1
248,23.46670767426288,24.19732048810273,8,0,0,1,0,0,1,0,0
249,47.65454240281097,54.04661640299392,8,1,0,0,1,0,0,0,0
250,34.04981710960956,36.67493303208832,8,2,0,0,0,1,0,0,1
251,17.391160456649548,66.7422354079172,8,3,0,1,0,0,1,0,0
252,39.17861947054776,56.828495674119104,9,4,0,0,0,0,0,1,0
253,51.22156197012633,51.20415876533863,9,5,1,0,0,1,0,0,1
254,40.32465260551147,26.76418197158833,9,6,1,0,1,0,0,1,0
255,14.806300340459869,50.02407387900535,9,0,0,0,0,0,0,1,0
256,25.157659271337486,50.02407387900535,9,1,0,0,0,0,0,0,1
257,42.66911149186623,46.56808582068291,9,2,0,0,0,0,1,0,0
258,22.923305343812192,72.93144897003438,9,3,0,0,0,1,1,0,0
259,34.43819428146229,54.44383940178528,9,4,0,0,1,0,0,1,0
260,37.74634053429337,44.252961556784285,9,5,1,0,0,0,1,0,0
261,20.73069528421917,72.12589027603549,9,6,1,1,0,0,0,0,1
262,29.404746439382,48.646988535219535,9,0,0,0,0,0,0,1,0
264,19.756123586657104,73.3055209802647,9,1,0,0,0,0,0,0,0
265,27.4743184860684,60.74860184609598,9,2,0,0,0,1,0,0,0
266,30.03303356888268,56.63648577588754,9,3,0,0,0,1,0,0,0
267,46.32411303931635,58.71857405426066,9,4,0,0,1,0,1,0,0
268,15.698586220393674,49.02091613553127,9,5,1,1,0,0,0,0,0
269,25.59955513303016,50.62386739008616,9,6,1,0,0,1,0,0,0
270,31.30740577286092,26.232282307596414,9,0,0,0,0,0,0,1,0
271,44.412732890661154,39.367938492512216,9,1,0,0,1,0,0,0,1
272,15.641378488205609,49.27172126201711,9,2,0,0,0,0,0,1,0
273,41.63163752154959,56.95226939891784,9,3,0,0,0,0,0,1,0
274,30.10233061019587,43.48829343525824,9,4,0,0,0,1,0,0,0
275,30.03303356888268,85.84062273912414,9,5,1,0,1,0,0,1,0
276,34.62103474263271,61.79165276599722,9,6,1,1,0,0,0,0,0
277,31.990596955734706,53.7057618635024,9,0,0,1,0,0,1,0,0
278,23.997831228412053,28.32375195603618,9,1,0,0,0,1,0,0,0
279,30.69802084990019,49.13760674887505,9,2,0,0,0,1,0,0,1
280,26.1468640313824,57.6641743776264,9,3,0,0,1,0,0,1,0
281,31.13517345251248,48.59927260677375,9,4,0,1,0,0,0,0,1
282,36.62130674521047,50.02407387900535,9,5,1,1,0,0,0,0,1
283,45.86016816145352,47.63957994801192,10,6,1,1,0,0,0,1,0
284,17.62184501173151,39.45439639465408,10,0,0,0,0,0,0,1,0
285,51.330333746562665,31.24677447610693,10,1,0,1,0,0,0,1,0
286,10.479122004774982,82.76575351777765,10,2,0,0,0,0,0,0,1
287,28.482149049644168,34.95767080901898,10,3,0,0,1,0,1,0,0
288,35.883172064845766,42.98792969559541,10,4,0,0,0,0,0,0,1
289,32.809918677350325,53.8040582885951,10,5,1,0,1,0,1,0,0
290,23.773004801794063,19.16102071999611,10,6,1,1,0,0,0,0,0
291,27.918777496427246,73.30122414751035,10,0,0,1,0,0,0,1,0
292,30.03303356888268,67.54509510616545,10,1,0,0,1,0,0,0,1
293,24.106352430557884,27.448817396487083,10,2,0,0,0,1,1,0,0
294,38.496020970210246,45.152397667692135,10,3,0,0,1,0,1,0,0
295,33.57015485965047,64.34410270864313,10,4,0,0,0,1,1,0,0
296,23.07090404739346,49.66051016607676,10,5,1,0,0,0,0,1,0
297,38.9959987543325,64.99451685036763,10,6,1,0,0,0,1,0,0
298,30.03303356888268,72.90925320426182,10,0,0,0,0,0,0,1,0
299,38.1286211883896,37.56044207203865,10,1,0,1,0,0,0,0,1
300,36.29628841923612,57.00952782072222,10,2,0,0,0,0,1,0,0
301,21.71004989077928,31.94266846432056,10,3,0,0,0,1,1,0,0
302,24.398189598030307,43.03144706633167,10,4,0,0,0,0,0,1,0
303,37.472936051232615,51.03725020394291,10,5,1,0,1,0,0,1,0
304,36.10370265433465,52.19581157817116,10,6,1,0,1,0,0,0,1
305,29.79098406035852,37.25734143075029,10,0,0,1,0,0,0,1,0
306,31.17327383308782,58.94416568520342,10,1,0,0,1,0,0,0,1
307,42.77664895788425,27.975279400532035,10,2,0,0,0,1,0,0,1
308,24.084286111641703,36.78248054554616,10,3,0,0,0,0,1,0,0
309,35.470973811700375,66.08442794103038,10,4,0,1,0,0,0,0,0
310,27.97807347566106,38.01852601568305,10,5,1,0,0,0,0,0,0
311,27.8231879677278,54.07437782690238,10,6,1,0,0,0,0,1,0
312,30.03303356888268,74.52023313177723,10,0,0,0,0,1,0,1,0
313,38.2541634898803,49.72772278635505,10,1,0,0,1,0,0,0,0
314,38.13509636000639,70.15711954382971,11,2,0,0,1,0,0,0,1
315,43.05478807154329,29.68317125705309,11,3,0,0,0,0,0,0,0
316,30.210038416327592,41.15129431232721,11,4,0,1,0,0,0,0,1
317,30.03303356888268,53.31535373221995,11,5,1,0,1,0,0,0,1
318,26.89733243406544,34.527857986303694,11,6,1,1,0,0,0,1,0
319,33.24166352488442,43.05614635906469,11,0,0,0,1,0,0,1,0
320,28.69856945632316,52.16749037628139,11,1,0,1,0,0,0,1,0
321,30.969959649927183,52.51425175718947,11,2,0,0,0,1,0,0,0
322,35.95157025436914,45.30104685559684,11,3,0,1,0,0,0,0,0
323,21.817793167665275,22.52247580273366,11,4,0,0,0,1,0,0,0
324,50.92387275685461,40.29924829307768,11,5,1,0,0,1,0,0,1
325,19.93982618500298,28.97079169103641,11,6,1,1,0,0,0,1,0
326,17.85811387212268,48.86787061064721,11,0,0,0,0,1,1,0,0
327,41.58110873500068,49.390357412405656,11,1,0,0,0,0,0,0,0
328,37.91662693962936,50.02407387900535,11,2,0,0,0,1,1,0,0
329,36.24119817052155,35.85022396225763,11,3,0,0,1,0,1,0,0
330,36.2834550926428,24.9005172700886,11,4,0,1,0,0,0,0,0
331,29.877532271530853,71.43246915295168,11,5,1,0,0,0,0,0,0
332,21.027456285141685,50.291245776362906,11,6,1,1,0,0,0,0,0
333,30.758045581937264,45.30597122364408,11,0,0,0,1,0,0,1,0
334,23.228382884878883,48.99095993727091,11,1,0,0,1,0,1,0,0
335,39.75119733417751,29.88102161387877,11,2,0,0,1,0,0,0,1
336,30.03303356888268,69.32496469703406,11,3,0,0,0,1,1,0,0
337,21.745028032074885,39.27707578495162,11,4,0,0,0,1,0,0,1
338,26.786141583470062,48.30599004089338,11,5,1,1,0,0,1,0,0
339,34.12931454275624,57.28746150667821,11,6,1,1,0,0,1,0,0
340,24.36275447196025,60.76079661757125,11,0,0,0,0,0,0,1,0
341,21.777796044335687,49.64514237392896,11,1,0,0,0,0,0,0,1
342,32.436872114919126,34.53711362072819,11,2,0,1,0,0,0,0,0
343,32.44966571108723,58.97820830303934,11,3,0,0,0,1,0,0,0
344,24.9305682462887,62.75046301482499,12,4,0,0,1,0,0,1,0
345,25.28961694381677,67.59106441185747,12,5,1,1,0,0,0,0,0
346,32.32049937357636,58.14230784438304,12,6,1,0,0,0,1,0,0
347,15.519156585026758,81.42893441301577,12,0,0,0,0,1,0,1,0
348,15.925362256234449,52.23246732313444,12,1,0,1,0,0,0,0,1
349,22.81555778747564,52.99590360084298,12,2,0,1,0,0,0,1,0
350,27.86552848288153,68.44190295218095,12,3,0,0,0,1,1,0,0
351,33.10907565598005,74.16459331634803,12,4,0,1,0,0,0,1,0
352,44.75356216949552,70.82885100143926,12,5,1,0,0,1,1,0,0
353,38.576596232020194,48.79646796758505,12,6,1,0,1,0,0,1,0
354,28.40061470036573,61.450759473261655,12,0,0,0,0,1,0,0,1
355,29.80983792097312,65.9415980251239,12,1,0,0,0,1,0,0,1
356,19.97470635362191,50.92350161494418,12,2,0,0,0,1,0,0,0
357,29.8148686400761,37.27463330247256,12,3,0,1,0,0,1,0,0
358,27.113413610798617,50.02407387900535,12,4,0,1,0,0,0,0,0
359,33.227185603380896,55.652555994681066,12,5,1,0,0,1,0,1,0
360,21.72769056447677,63.14854231269183,12,6,1,1,0,0,0,1,0
361,35.193465142411725,50.02407387900535,12,0,0,0,0,0,0,1,0
362,45.32738913002578,38.52094452162841,12,1,0,0,0,0,0,1,0
363,28.912398515431423,42.26722958872799,12,2,0,1,0,0,0,0,1
364,34.01711722098941,52.24861544745525,12,3,0,1,0,0,0,1,0
365,36.90143991711113,61.69010199372748,12,4,0,0,0,1,0,0,1
366,25.98779528114164,55.59247687353445,12,5,1,0,1,0,0,0,0
367,32.24092481810417,50.02407387900535,12,6,1,1,0,0,0,0,1
368,30.12592400781795,70.84813266631113,12,0,0,0,0,0,0,0,1
370,22.269902161445337,50.17740842627868,12,1,0,0,0,1,1,0,0
371,30.245101742589423,74.11080068441393,12,2,0,1,0,0,0,1,0
372,34.979982912454496,39.69143508628612,12,3,0,0,0,0,0,1,0
373,44.51143607795042,67.14683151672418,12,4,0,0,0,0,0,1,0
374,39.59270826085207,37.66229522888621,12,5,1,0,1,0,0,0,0
375,51.53182457511557,44.6891329364277,12,6,1,0,0,1,0,1,0
376,22.326524371119504,49.39468476314099,1,0,0,0,0,1,0,1,0
377,38.72320636720679,21.15990750912132,1,1,0,0,1,0,0,1,0
378,31.83342005738352,22.66192753571944,1,2,0,0,1,0,1,0,0
379,51.89802933217672,37.23936681878381,1,3,0,0,0,1,0,0,1
380,21.917017146448487,69.85722541820898,1,4,0,0,0,1,1,0,0
381,21.60278157819224,50.02407387900535,1,5,1,1,0,0,0,1,0
382,24.00607354555978,63.72936117955542,1,6,1,1,0,0,0,0,1
383,8.76104275690193,50.02407387900535,1,0,0,0,1,0,1,0,0
384,24.74244978319239,55.39821565457394,1,1,0,1,0,0,0,1,0
385,22.40867338446302,50.02407387900535,1,2,0,0,0,0,0,1,0
386,31.50393786476208,35.601669637333174,1,3,0,1,0,0,1,0,0
387,33.41755975777159,77.92844532893885,1,4,0,1,0,0,0,0,1
388,48.76170839215887,31.149623682113464,1,5,1,0,0,0,0,0,1
389,39.5042383818605,50.02407387900535,1,6,1,0,1,0,1,0,0
390,24.23096344337597,86.82762700743325,1,0,0,0,0,0,0,1,0
391,21.01585328651642,35.728084403844626,1,1,0,1,0,0,0,0,1
392,34.919191715065054,40.68072306822886,1,2,0,0,1,0,1,0,0
394,48.31458765854354,30.086483341695107,1,3,0,1,0,0,1,0,0
395,41.79440120721287,57.75004485318306,1,4,0,0,0,0,1,0,0
